Real_FileName,Start_Time_ms,Hop_BW_MHz,Hop_Dur_ms,Video_Period_ms,Video_DutyCycle_pct,Predicted_Model,Match_Score
T0001_D00_S0000,0,1.71689865869922,0.00617336068937218,0.161367843137255,29.2015933779884,Phantom 4 Pro,8.19350708067102
T0001_D00_S0000,50,1.68504417194093,0.0059970970464135,0.204514098360656,23.9073134467988,Phantom 4 Pro,8.16859834135986
T0001_D00_S0000,100,1.66898060993976,0.00582133625410733,0.240621268292683,25.7250672921431,Phantom 4 Pro,8.14799128439917
T0001_D00_S0000,150,1.64187132661629,0.00448107472712006,0.591753253012048,21.8183340970779,Phantom 4 Pro,7.95019785497739
T0001_D00_S0000,200,1.70474778838465,0.00548618952419032,0.151960975609756,26.959183777899,Phantom 4 Pro,8.19867340650613
T0001_D00_S0000,250,1.687753929,0.0059757415336707,0.166333866666667,25.5888155450084,Phantom 4 Pro,8.19015074092703
T0001_D00_S0000,300,1.63148156163435,0.00928797783933517,1.050016,57.0463566272942,Phantom 4 Pro,7.69169899450841
T0001_D00_S0000,350,1.672363281,0.47696,2.625,50.0106433352415,Phantom 4 Pro,6.72189174148353
T0001_D00_S0000,400,1.65180676341157,0.00499607711651297,0.498091546391753,21.6461223726255,Phantom 4 Pro,8.00295249025904
T0001_D00_S0000,450,1.68733935335498,0.00566690909090909,0.206565975103734,23.2689378692557,Phantom 4 Pro,8.16754792399391
T0001_D00_S0000,500,1.70059974747475,0.00580925444925443,0.224763963963964,25.8799901165404,Phantom 4 Pro,8.1575460773323
T0001_D00_S0000,550,1.6865798374261,0.00592822191905411,0.213845150214592,22.1411415487182,Phantom 4 Pro,8.16338833686098
T0001_D00_S0000,600,1.68026895741825,0.00616979990239141,0.199889836065574,28.2298328295986,Phantom 4 Pro,8.17107664676462
T0001_D00_S0000,650,1.71042228328494,0.00565116549149729,0.211529531914893,22.3385589652637,Phantom 4 Pro,8.16522672417504
T0001_D00_S0000,700,1.70574877635542,0.00579359724612737,0.176262857142857,30.5765834827087,Phantom 4 Pro,8.18495721624667
T0001_D00_S0000,750,1.70074980137712,0.00613694915254238,0.207538666666667,25.8488773555518,Phantom 4 Pro,8.16718658549405
T0001_D00_S0000,800,1.69075605714907,0.00586791829639287,0.221103008849558,24.8017725147645,Phantom 4 Pro,8.15939693409354
T0001_D00_S0000,850,1.69654511734905,0.006590835401158,0.178682014388489,27.1233388938355,Phantom 4 Pro,8.18326494417405
T0001_D00_S0000,900,1.68641531195079,0.00556794376098418,0.205947219917013,21.7768950961217,Phantom 4 Pro,8.16789560932138
T0001_D00_S0000,950,1.71957694511131,0.00615053688345701,0.145019534883721,35.7755436048951,Phantom 4 Pro,8.20277178406337
T0001_D00_S0000,1000,1.68797762710992,0.005463318237958,0.177908571428571,26.5583658935623,Phantom 4 Pro,8.18373012180358
T0001_D00_S0000,1050,1.69239642312718,0.00590327526132405,0.199368995983936,25.7364054594395,Phantom 4 Pro,8.17165815938511
T0001_D00_S0000,1100,1.68342191583188,0.00599581881533101,0.189170656370656,28.3347226501061,Phantom 4 Pro,8.1772043430028
T0001_D00_S0000,1150,1.70418160860656,0.00553757377049181,0.178606043165468,23.975352995807,Phantom 4 Pro,8.18365160314036
T0001_D00_S0000,1200,1.7048119948037,0.00632314087759814,0.133576378830084,38.4872583654971,Phantom 4 Pro,8.2088768114429
T0001_D00_S0000,1250,1.71880510630794,0.00588846432889963,0.187434176245211,24.1976313346763,Phantom 4 Pro,8.17892381339216
T0001_D00_S0000,1300,1.67797344110854,0.0059036674364896,0.214657662337662,21.291081119451,Phantom 4 Pro,8.16276585907187
T0001_D00_S0000,1350,1.69136723626717,0.00570673325010403,0.170603183391003,28.82121151,Phantom 4 Pro,8.187867121
T0001_D00_S0000,1400,2.47395833333333,1.51210666666667,4.23097600000001,45.4182720662729,Phantom 4 Pro,5.71556921119073
T0001_D00_S0000,1450,1.72991071428571,0.554697142857144,4.66688000000002,37.5926861444557,Phantom 4 Pro,5.56183354907832
T0001_D00_S0000,1500,1.72245120662811,0.00732298932384343,0.198425910931174,29.0351651273654,Phantom 4 Pro,8.17255707730978
T0001_D00_S0000,1550,1.7172469573767,0.00691836734693876,0.185121784386618,26.5047031945322,Phantom 4 Pro,8.1800085293783
T0001_D00_S0000,1600,1.69656831924229,0.00606575342465753,0.179978628158844,30.3855259127364,Phantom 4 Pro,8.18262927936193
T0001_D00_S0000,1650,1.69897490434958,0.00562880386629078,0.206515518672199,24.2602235876455,Phantom 4 Pro,8.16781733358927
T0001_D00_S0000,1700,1.71662883462623,0.00679748001880583,0.169789793103448,33.7293596568742,Phantom 4 Pro,8.18864853129047
T0001_D00_S0000,1750,1.70152281433669,0.00602733837111671,0.215347532467532,23.4093748345409,Phantom 4 Pro,8.16282632556271
T0001_D00_S0000,1800,1.69742900115595,0.00561123160992012,0.208385606694561,24.5164726620437,Phantom 4 Pro,8.16673634
T0001_D00_S0000,1850,1.70240376516172,0.00575079964061096,0.210379487179487,26.4440787463639,Phantom 4 Pro,8.16569046962971
T0001_D00_S0000,1900,1.70089805696739,0.00606441338415925,0.211569230769231,23.0198021052211,Phantom 4 Pro,8.16493373432555
T0001_D00_S0000,1950,1.71983756615278,0.00843339162448227,0.219982378854626,29.7210683250389,Phantom 4 Pro,8.16016840373926
